id,invoice_description,amount_usd,is_fraud,fraud_type
INV-2026-10261,Executive travel reimbursement and client dining expense report for Q2 strategic review.,5412.41,0,none
INV-2026-10262,Re-submission: Invoice for PO-41552 services rendered. Remit via updated wire transfer protocol.,3476.48,1,fraud
INV-2026-10263,Executive travel reimbursement and client dining expense report for Q2 strategic review.,27297.85,0,none
INV-2026-10264,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,18930.93,1,fraud
INV-2026-10265,Executive travel reimbursement and client dining expense report for Q2 strategic review.,4603.06,0,none
INV-2026-10266,Special management advisory fee regarding Q3 corporate restructuring.,48779.06,1,fraud
INV-2026-10267,Executive travel reimbursement and client dining expense report for Q2 strategic review.,10753.84,0,none
INV-2026-10268,Special management advisory fee regarding Q3 corporate restructuring.,35966.0,1,fraud
INV-2026-10269,Executive travel reimbursement and client dining expense report for Q2 strategic review.,17070.33,0,none
INV-2026-10270,Special management advisory fee regarding Q3 corporate restructuring.,25858.43,1,fraud
INV-2026-10271,Routine notice: Scheduled update to primary remittance account #1272 for contract CTR-601.,19049.53,0,none
INV-2026-10272,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,14010.99,1,fraud
INV-2026-10273,Routine notice: Scheduled update to primary remittance account #3793 for contract CTR-333.,26687.38,0,none
INV-2026-10274,Special management advisory fee regarding Q3 corporate restructuring.,10348.43,1,fraud
INV-2026-10275,Executive travel reimbursement and client dining expense report for Q2 strategic review.,25589.16,0,none
INV-2026-10276,Special management advisory fee regarding Q3 corporate restructuring.,11159.74,1,fraud
INV-2026-10277,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-638. Approved by IT director.,45694.08,0,none
INV-2026-10278,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -8932.,10420.94,1,fraud
INV-2026-10279,Fulfillment of PO-49124: 50 units of part #PRD-5876 shipped to Chicago distribution hub.,35540.15,0,none
INV-2026-10280,Re-submission: Invoice for PO-55718 services rendered. Remit via updated wire transfer protocol.,6971.83,1,fraud
INV-2026-10281,Routine notice: Scheduled update to primary remittance account #1689 for contract CTR-504.,15093.89,0,none
INV-2026-10282,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,10901.33,1,fraud
INV-2026-10283,Routine notice: Scheduled update to primary remittance account #4920 for contract CTR-675.,12880.44,0,none
INV-2026-10284,Special management advisory fee regarding Q3 corporate restructuring.,17184.39,1,fraud
INV-2026-10285,Executive travel reimbursement and client dining expense report for Q2 strategic review.,32991.75,0,none
INV-2026-10286,Re-submission: Invoice for PO-36143 services rendered. Remit via updated wire transfer protocol.,32649.0,1,fraud
INV-2026-10287,Monthly retainer for freight shipping per Master Service Agreement MSA-337 and PO-80143.,21476.36,0,none
INV-2026-10288,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,43960.42,1,fraud
INV-2026-10289,Monthly retainer for hardware maintenance per Master Service Agreement MSA-681 and PO-89007.,23263.1,0,none
INV-2026-10290,Special management advisory fee regarding Q3 corporate restructuring.,10447.76,1,fraud
INV-2026-10291,Monthly retainer for hardware maintenance per Master Service Agreement MSA-266 and PO-70150.,1690.13,0,none
INV-2026-10292,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -7643.,41522.5,1,fraud
INV-2026-10293,Routine notice: Scheduled update to primary remittance account #4027 for contract CTR-188.,49102.57,0,none
INV-2026-10294,Re-submission: Invoice for PO-10895 services rendered. Remit via updated wire transfer protocol.,22890.04,1,fraud
INV-2026-10295,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-409. Approved by IT director.,33030.48,0,none
INV-2026-10296,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,20865.41,1,fraud
INV-2026-10297,Routine notice: Scheduled update to primary remittance account #7021 for contract CTR-806.,31116.65,0,none
INV-2026-10298,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,35395.1,1,fraud
INV-2026-10299,Executive travel reimbursement and client dining expense report for Q2 strategic review.,26749.83,0,none
INV-2026-10300,Special management advisory fee regarding Q3 corporate restructuring.,45241.52,1,fraud
INV-2026-10301,Fulfillment of PO-29641: 50 units of part #PRD-6375 shipped to Chicago distribution hub.,22650.19,0,none
INV-2026-10302,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,23218.18,1,fraud
INV-2026-10303,Routine notice: Scheduled update to primary remittance account #6049 for contract CTR-567.,36440.72,0,none
INV-2026-10304,Re-submission: Invoice for PO-10395 services rendered. Remit via updated wire transfer protocol.,3219.2,1,fraud
INV-2026-10305,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-654. Approved by IT director.,15067.44,0,none
INV-2026-10306,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,49649.97,1,fraud
INV-2026-10307,Executive travel reimbursement and client dining expense report for Q2 strategic review.,7516.5,0,none
INV-2026-10308,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -3086.,36665.05,1,fraud
INV-2026-10309,Fulfillment of PO-12979: 200 units of part #PRD-8585 shipped to Chicago distribution hub.,21782.27,0,none
INV-2026-10310,Re-submission: Invoice for PO-70375 services rendered. Remit via updated wire transfer protocol.,10235.54,1,fraud
INV-2026-10311,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-928 and PO-96533.,11098.0,0,none
INV-2026-10312,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,37286.51,1,fraud
INV-2026-10313,Executive travel reimbursement and client dining expense report for Q2 strategic review.,25690.9,0,none
INV-2026-10314,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -4881.,15786.46,1,fraud
INV-2026-10315,Fulfillment of PO-64206: 200 units of part #PRD-5508 shipped to Chicago distribution hub.,28279.19,0,none
INV-2026-10316,Special management advisory fee regarding Q3 corporate restructuring.,48642.22,1,fraud
INV-2026-10317,Executive travel reimbursement and client dining expense report for Q2 strategic review.,19446.55,0,none
INV-2026-10318,Special management advisory fee regarding Q3 corporate restructuring.,45822.32,1,fraud
INV-2026-10319,Routine notice: Scheduled update to primary remittance account #7363 for contract CTR-526.,12900.07,0,none
INV-2026-10320,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,27246.14,1,fraud
INV-2026-10321,Fulfillment of PO-59436: 500 units of part #PRD-1647 shipped to Chicago distribution hub.,10220.0,0,none
INV-2026-10322,Special management advisory fee regarding Q3 corporate restructuring.,47893.97,1,fraud
INV-2026-10323,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-294 and PO-25376.,35085.69,0,none
INV-2026-10324,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,23846.27,1,fraud
INV-2026-10325,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-367. Approved by IT director.,5831.8,0,none
INV-2026-10326,Re-submission: Invoice for PO-58589 services rendered. Remit via updated wire transfer protocol.,28563.71,1,fraud
INV-2026-10327,Fulfillment of PO-44180: 500 units of part #PRD-7841 shipped to Chicago distribution hub.,8468.16,0,none
INV-2026-10328,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6530.,13609.01,1,fraud
INV-2026-10329,Executive travel reimbursement and client dining expense report for Q2 strategic review.,7857.97,0,none
INV-2026-10330,Special management advisory fee regarding Q3 corporate restructuring.,2657.36,1,fraud
INV-2026-10331,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-882 and PO-10836.,4330.43,0,none
INV-2026-10332,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,31273.93,1,fraud
INV-2026-10333,Routine notice: Scheduled update to primary remittance account #9719 for contract CTR-775.,28030.53,0,none
INV-2026-10334,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,25608.59,1,fraud
INV-2026-10335,Executive travel reimbursement and client dining expense report for Q2 strategic review.,10404.67,0,none
INV-2026-10336,Special management advisory fee regarding Q3 corporate restructuring.,19279.53,1,fraud
INV-2026-10337,Executive travel reimbursement and client dining expense report for Q2 strategic review.,34518.04,0,none
INV-2026-10338,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,3749.63,1,fraud
INV-2026-10339,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-184 and PO-75517.,44844.77,0,none
INV-2026-10340,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,46283.8,1,fraud
INV-2026-10341,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-677. Approved by IT director.,1767.25,0,none
INV-2026-10342,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,28633.95,1,fraud
INV-2026-10343,Routine notice: Scheduled update to primary remittance account #3292 for contract CTR-793.,39734.41,0,none
INV-2026-10344,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,12375.06,1,fraud
INV-2026-10345,Monthly retainer for hardware maintenance per Master Service Agreement MSA-719 and PO-90460.,2451.66,0,none
INV-2026-10346,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -8075.,10101.15,1,fraud
INV-2026-10347,Routine notice: Scheduled update to primary remittance account #2204 for contract CTR-187.,5019.86,0,none
INV-2026-10348,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,18674.31,1,fraud
INV-2026-10349,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-415 and PO-68292.,7492.84,0,none
INV-2026-10350,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,6061.35,1,fraud
INV-2026-10351,Monthly retainer for hardware maintenance per Master Service Agreement MSA-667 and PO-22198.,1604.69,0,none
INV-2026-10352,Re-submission: Invoice for PO-21101 services rendered. Remit via updated wire transfer protocol.,9309.56,1,fraud
INV-2026-10353,Executive travel reimbursement and client dining expense report for Q2 strategic review.,8150.81,0,none
INV-2026-10354,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,18695.12,1,fraud
INV-2026-10355,Fulfillment of PO-90828: 50 units of part #PRD-8501 shipped to Chicago distribution hub.,7638.99,0,none
INV-2026-10356,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,17402.07,1,fraud
INV-2026-10357,Routine notice: Scheduled update to primary remittance account #8848 for contract CTR-407.,16394.98,0,none
INV-2026-10358,Re-submission: Invoice for PO-92955 services rendered. Remit via updated wire transfer protocol.,19426.71,1,fraud
INV-2026-10359,Executive travel reimbursement and client dining expense report for Q2 strategic review.,34403.92,0,none
INV-2026-10360,Special management advisory fee regarding Q3 corporate restructuring.,40086.59,1,fraud
INV-2026-10361,Monthly retainer for executive legal counsel per Master Service Agreement MSA-789 and PO-75444.,13381.4,0,none
INV-2026-10362,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,29529.96,1,fraud
INV-2026-10363,Routine notice: Scheduled update to primary remittance account #6890 for contract CTR-990.,35380.08,0,none
INV-2026-10364,Special management advisory fee regarding Q3 corporate restructuring.,9150.59,1,fraud
INV-2026-10365,Routine notice: Scheduled update to primary remittance account #6432 for contract CTR-676.,48320.12,0,none
INV-2026-10366,Re-submission: Invoice for PO-22924 services rendered. Remit via updated wire transfer protocol.,37595.8,1,fraud
INV-2026-10367,Routine notice: Scheduled update to primary remittance account #7129 for contract CTR-804.,20165.57,0,none
INV-2026-10368,Special management advisory fee regarding Q3 corporate restructuring.,15476.18,1,fraud
INV-2026-10369,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-951 and PO-28569.,23311.3,0,none
INV-2026-10370,Quarterly consulting retainer for freight shipping support. Direct payment required per invoice terms.,36377.7,1,fraud
INV-2026-10371,Executive travel reimbursement and client dining expense report for Q2 strategic review.,42609.82,0,none
INV-2026-10372,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,17218.49,1,fraud
INV-2026-10373,Executive travel reimbursement and client dining expense report for Q2 strategic review.,32383.46,0,none
INV-2026-10374,Re-submission: Invoice for PO-90492 services rendered. Remit via updated wire transfer protocol.,20052.95,1,fraud
INV-2026-10375,Fulfillment of PO-18200: 500 units of part #PRD-2667 shipped to Chicago distribution hub.,10161.03,0,none
INV-2026-10376,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9646.,48329.9,1,fraud
INV-2026-10377,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-497. Approved by IT director.,18247.26,0,none
INV-2026-10378,Re-submission: Invoice for PO-98288 services rendered. Remit via updated wire transfer protocol.,33933.39,1,fraud
INV-2026-10379,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-344. Approved by IT director.,34978.39,0,none
INV-2026-10380,Special management advisory fee regarding Q3 corporate restructuring.,10101.93,1,fraud
INV-2026-10381,Routine notice: Scheduled update to primary remittance account #3298 for contract CTR-668.,10167.83,0,none
INV-2026-10382,Re-submission: Invoice for PO-57059 services rendered. Remit via updated wire transfer protocol.,10561.3,1,fraud
INV-2026-10383,Executive travel reimbursement and client dining expense report for Q2 strategic review.,21365.89,0,none
INV-2026-10384,Re-submission: Invoice for PO-20835 services rendered. Remit via updated wire transfer protocol.,15312.41,1,fraud
INV-2026-10385,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-650. Approved by IT director.,27936.58,0,none
INV-2026-10386,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,41307.94,1,fraud
INV-2026-10387,Monthly retainer for executive legal counsel per Master Service Agreement MSA-659 and PO-38644.,15587.74,0,none
INV-2026-10388,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,39005.95,1,fraud
INV-2026-10389,Fulfillment of PO-87060: 500 units of part #PRD-6744 shipped to Chicago distribution hub.,9133.1,0,none
INV-2026-10390,Quarterly consulting retainer for cybersecurity compliance audit support. Direct payment required per invoice terms.,14773.17,1,fraud
INV-2026-10391,Routine notice: Scheduled update to primary remittance account #9428 for contract CTR-431.,49288.93,0,none
INV-2026-10392,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,35369.9,1,fraud
INV-2026-10393,Fulfillment of PO-52217: 50 units of part #PRD-7434 shipped to Chicago distribution hub.,7966.41,0,none
INV-2026-10394,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -7600.,26265.06,1,fraud
INV-2026-10395,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-565. Approved by IT director.,36815.66,0,none
INV-2026-10396,Re-submission: Invoice for PO-18300 services rendered. Remit via updated wire transfer protocol.,48438.3,1,fraud
INV-2026-10397,Fulfillment of PO-52318: 200 units of part #PRD-6533 shipped to Chicago distribution hub.,29318.75,0,none
INV-2026-10398,Special management advisory fee regarding Q3 corporate restructuring.,5879.16,1,fraud
INV-2026-10399,Executive travel reimbursement and client dining expense report for Q2 strategic review.,49600.07,0,none
INV-2026-10400,Re-submission: Invoice for PO-27290 services rendered. Remit via updated wire transfer protocol.,43846.75,1,fraud
INV-2026-10401,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-770. Approved by IT director.,33560.93,0,none
INV-2026-10402,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,33118.78,1,fraud
INV-2026-10403,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-318 and PO-72496.,26452.77,0,none
INV-2026-10404,Re-submission: Invoice for PO-55032 services rendered. Remit via updated wire transfer protocol.,24407.31,1,fraud
INV-2026-10405,Fulfillment of PO-23425: 50 units of part #PRD-6133 shipped to Chicago distribution hub.,44168.46,0,none
INV-2026-10406,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,26994.91,1,fraud
INV-2026-10407,Monthly retainer for freight shipping per Master Service Agreement MSA-765 and PO-31511.,31775.92,0,none
INV-2026-10408,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,44933.05,1,fraud
INV-2026-10409,Fulfillment of PO-60335: 200 units of part #PRD-8035 shipped to Chicago distribution hub.,39762.76,0,none
INV-2026-10410,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,42546.71,1,fraud
INV-2026-10411,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-630. Approved by IT director.,15481.56,0,none
INV-2026-10412,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,32266.03,1,fraud
INV-2026-10413,Monthly retainer for freight shipping per Master Service Agreement MSA-112 and PO-57329.,43179.89,0,none
INV-2026-10414,Special management advisory fee regarding Q3 corporate restructuring.,47768.2,1,fraud
INV-2026-10415,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-701 and PO-18851.,2951.52,0,none
INV-2026-10416,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,21755.19,1,fraud
INV-2026-10417,Executive travel reimbursement and client dining expense report for Q2 strategic review.,5096.26,0,none
INV-2026-10418,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,29735.42,1,fraud
INV-2026-10419,Monthly retainer for hardware maintenance per Master Service Agreement MSA-815 and PO-67342.,12979.51,0,none
INV-2026-10420,Re-submission: Invoice for PO-90254 services rendered. Remit via updated wire transfer protocol.,33637.9,1,fraud
INV-2026-10421,Fulfillment of PO-27984: 500 units of part #PRD-1185 shipped to Chicago distribution hub.,25324.23,0,none
INV-2026-10422,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -3079.,37739.04,1,fraud
INV-2026-10423,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-889. Approved by IT director.,26668.86,0,none
INV-2026-10424,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9368.,18646.07,1,fraud
INV-2026-10425,Executive travel reimbursement and client dining expense report for Q2 strategic review.,44819.15,0,none
INV-2026-10426,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,12983.02,1,fraud
INV-2026-10427,Executive travel reimbursement and client dining expense report for Q2 strategic review.,12001.25,0,none
INV-2026-10428,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,6850.65,1,fraud
INV-2026-10429,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-328 and PO-77603.,43972.57,0,none
INV-2026-10430,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1130.,19077.05,1,fraud
INV-2026-10431,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-903. Approved by IT director.,19045.41,0,none
INV-2026-10432,Re-submission: Invoice for PO-81638 services rendered. Remit via updated wire transfer protocol.,46687.48,1,fraud
INV-2026-10433,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-654 and PO-55406.,1071.64,0,none
INV-2026-10434,Re-submission: Invoice for PO-36895 services rendered. Remit via updated wire transfer protocol.,25109.41,1,fraud
INV-2026-10435,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-828 and PO-46677.,44967.09,0,none
INV-2026-10436,Special management advisory fee regarding Q3 corporate restructuring.,25765.96,1,fraud
INV-2026-10437,Executive travel reimbursement and client dining expense report for Q2 strategic review.,12601.82,0,none
INV-2026-10438,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6211.,23185.13,1,fraud
INV-2026-10439,Fulfillment of PO-27840: 500 units of part #PRD-2785 shipped to Chicago distribution hub.,6177.23,0,none
INV-2026-10440,Re-submission: Invoice for PO-63282 services rendered. Remit via updated wire transfer protocol.,48267.1,1,fraud
INV-2026-10441,Fulfillment of PO-70731: 200 units of part #PRD-2964 shipped to Chicago distribution hub.,8723.15,0,none
INV-2026-10442,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2494.,35846.71,1,fraud
INV-2026-10443,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-625. Approved by IT director.,41184.39,0,none
INV-2026-10444,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,23640.12,1,fraud
INV-2026-10445,Fulfillment of PO-18083: 50 units of part #PRD-3141 shipped to Chicago distribution hub.,41360.0,0,none
INV-2026-10446,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1357.,49860.91,1,fraud
INV-2026-10447,Fulfillment of PO-26880: 50 units of part #PRD-6432 shipped to Chicago distribution hub.,3092.12,0,none
INV-2026-10448,Re-submission: Invoice for PO-85220 services rendered. Remit via updated wire transfer protocol.,2444.63,1,fraud
INV-2026-10449,Executive travel reimbursement and client dining expense report for Q2 strategic review.,22854.56,0,none
INV-2026-10450,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,25445.69,1,fraud
INV-2026-10451,Routine notice: Scheduled update to primary remittance account #3248 for contract CTR-162.,21542.51,0,none
INV-2026-10452,Special management advisory fee regarding Q3 corporate restructuring.,24504.54,1,fraud
INV-2026-10453,Executive travel reimbursement and client dining expense report for Q2 strategic review.,9810.98,0,none
INV-2026-10454,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -8728.,26942.18,1,fraud
INV-2026-10455,Routine notice: Scheduled update to primary remittance account #5366 for contract CTR-263.,27150.79,0,none
INV-2026-10456,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,12591.01,1,fraud
INV-2026-10457,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-705. Approved by IT director.,28592.34,0,none
INV-2026-10458,Quarterly consulting retainer for executive legal counsel support. Direct payment required per invoice terms.,5422.61,1,fraud
INV-2026-10459,Fulfillment of PO-12612: 500 units of part #PRD-8831 shipped to Chicago distribution hub.,17254.97,0,none
INV-2026-10460,Special management advisory fee regarding Q3 corporate restructuring.,3918.24,1,fraud
INV-2026-10461,Fulfillment of PO-28566: 50 units of part #PRD-9622 shipped to Chicago distribution hub.,48067.38,0,none
INV-2026-10462,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -6285.,7686.13,1,fraud
INV-2026-10463,Fulfillment of PO-93789: 200 units of part #PRD-6198 shipped to Chicago distribution hub.,35651.96,0,none
INV-2026-10464,Special management advisory fee regarding Q3 corporate restructuring.,16034.34,1,fraud
INV-2026-10465,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-281. Approved by IT director.,9922.01,0,none
INV-2026-10466,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -9129.,7891.53,1,fraud
INV-2026-10467,Monthly retainer for cybersecurity compliance audit per Master Service Agreement MSA-455 and PO-51879.,22884.87,0,none
INV-2026-10468,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -2770.,36300.27,1,fraud
INV-2026-10469,Monthly retainer for executive legal counsel per Master Service Agreement MSA-548 and PO-65004.,44206.76,0,none
INV-2026-10470,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -3664.,23113.08,1,fraud
INV-2026-10471,Monthly retainer for hardware maintenance per Master Service Agreement MSA-120 and PO-51774.,17748.6,0,none
INV-2026-10472,Re-submission: Invoice for PO-19830 services rendered. Remit via updated wire transfer protocol.,30107.5,1,fraud
INV-2026-10473,Routine notice: Scheduled update to primary remittance account #8113 for contract CTR-821.,8698.09,0,none
INV-2026-10474,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,33369.3,1,fraud
INV-2026-10475,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-198. Approved by IT director.,3670.74,0,none
INV-2026-10476,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,5752.36,1,fraud
INV-2026-10477,Fulfillment of PO-48248: 50 units of part #PRD-8758 shipped to Chicago distribution hub.,16109.32,0,none
INV-2026-10478,Re-submission: Invoice for PO-96643 services rendered. Remit via updated wire transfer protocol.,19988.83,1,fraud
INV-2026-10479,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-478. Approved by IT director.,22547.28,0,none
INV-2026-10480,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -3476.,37859.52,1,fraud
INV-2026-10481,Monthly retainer for cloud infrastructure hosting per Master Service Agreement MSA-784 and PO-55061.,28126.49,0,none
INV-2026-10482,Re-submission: Invoice for PO-80190 services rendered. Remit via updated wire transfer protocol.,24336.85,1,fraud
INV-2026-10483,Monthly retainer for executive legal counsel per Master Service Agreement MSA-974 and PO-14551.,6893.81,0,none
INV-2026-10484,Re-submission: Invoice for PO-37772 services rendered. Remit via updated wire transfer protocol.,21745.37,1,fraud
INV-2026-10485,Executive travel reimbursement and client dining expense report for Q2 strategic review.,45629.42,0,none
INV-2026-10486,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,26464.72,1,fraud
INV-2026-10487,Monthly retainer for freight shipping per Master Service Agreement MSA-701 and PO-78493.,8332.47,0,none
INV-2026-10488,Special management advisory fee regarding Q3 corporate restructuring.,43506.29,1,fraud
INV-2026-10489,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-370. Approved by IT director.,2835.82,0,none
INV-2026-10490,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1635.,20393.84,1,fraud
INV-2026-10491,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-150. Approved by IT director.,17555.44,0,none
INV-2026-10492,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -4734.,7584.89,1,fraud
INV-2026-10493,Executive travel reimbursement and client dining expense report for Q2 strategic review.,22644.11,0,none
INV-2026-10494,Re-submission: Invoice for PO-77698 services rendered. Remit via updated wire transfer protocol.,39783.03,1,fraud
INV-2026-10495,Monthly retainer for hardware maintenance per Master Service Agreement MSA-826 and PO-76426.,44087.3,0,none
INV-2026-10496,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,23365.98,1,fraud
INV-2026-10497,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-380. Approved by IT director.,32135.08,0,none
INV-2026-10498,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,48065.5,1,fraud
INV-2026-10499,Executive travel reimbursement and client dining expense report for Q2 strategic review.,37699.1,0,none
INV-2026-10500,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,42998.45,1,fraud
INV-2026-10501,Fulfillment of PO-95404: 200 units of part #PRD-9409 shipped to Chicago distribution hub.,43366.87,0,none
INV-2026-10502,URGENT: Confidential wire transfer directive from executive committee. Settlement needed within 24 hours.,13367.13,1,fraud
INV-2026-10503,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-533. Approved by IT director.,11692.24,0,none
INV-2026-10504,Administrative processing fee for expedited customs clearance. Remit payment to account ending in -1120.,26064.17,1,fraud
INV-2026-10505,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-762. Approved by IT director.,34536.24,0,none
INV-2026-10506,Re-submission: Invoice for PO-46239 services rendered. Remit via updated wire transfer protocol.,13796.2,1,fraud
INV-2026-10507,URGENT: Expedited wire transfer requested for emergency hardware replacement under SLA-253. Approved by IT director.,33365.99,0,none
INV-2026-10508,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,20825.35,1,fraud
INV-2026-10509,Monthly retainer for freight shipping per Master Service Agreement MSA-825 and PO-84978.,34629.59,0,none
INV-2026-10510,Re-submission: Invoice for PO-49347 services rendered. Remit via updated wire transfer protocol.,5782.55,1,fraud
INV-2026-10511,Fulfillment of PO-83273: 50 units of part #PRD-6499 shipped to Chicago distribution hub.,11890.42,0,none
INV-2026-10512,Quarterly consulting retainer for hardware maintenance support. Direct payment required per invoice terms.,23724.27,1,fraud
INV-2026-10513,Monthly retainer for executive legal counsel per Master Service Agreement MSA-154 and PO-93151.,44581.88,0,none
INV-2026-10514,Special management advisory fee regarding Q3 corporate restructuring.,21242.26,1,fraud
INV-2026-10515,Fulfillment of PO-54914: 200 units of part #PRD-8496 shipped to Chicago distribution hub.,16502.79,0,none
INV-2026-10516,Quarterly consulting retainer for cloud infrastructure hosting support. Direct payment required per invoice terms.,32090.45,1,fraud
INV-2026-10517,Monthly retainer for executive legal counsel per Master Service Agreement MSA-380 and PO-37444.,39475.33,0,none
